date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:28:52	33053/33053	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:50%20GMT	https://www.fynd.academy/about	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/about.html	(from https://www.fynd.academy/)
15:28:53	24937/24937	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:51%20GMT	https://www.fynd.academy/contact-us	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/contact-us.html	(from https://www.fynd.academy/)
15:28:54	22069/22069	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:51%20GMT	https://www.fynd.academy/register	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/register.html	(from https://www.fynd.academy/)
15:28:55	33668/33668	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:53%20GMT	https://www.fynd.academy/courses/full-stack-with-javascript-mern-stack	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/courses/full-stack-with-javascript-mern-stack.html	(from https://www.fynd.academy/)
15:28:55	32156/32156	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:53%20GMT	https://www.fynd.academy/courses/product-design-ui-ux	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/courses/product-design-ui-ux.html	(from https://www.fynd.academy/)
15:28:56	35577/35577	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:54%20GMT	https://www.fynd.academy/courses/game-development	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/courses/game-development.html	(from https://www.fynd.academy/)
15:28:57	34285/34285	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:54%20GMT	https://www.fynd.academy/courses/blockchain-development	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/courses/blockchain-development.html	(from https://www.fynd.academy/)
15:28:57	30038/30038	---M--	200	added ('OK')	image/jpeg	etag:%22c4dbe1070ec143efe7bef52a1cd1c23e%22	https://assets-global.website-files.com/603683469df97967298e6e81/64f841838bb4cd73b01f042e_Amber%20-%20Amber%20Sinha.jpeg	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/64f841838bb4cd73b01f042e_Amber%20-%20Amber%20Sinha.jpg	(from https://www.fynd.academy/)
15:29:00	42432/42432	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:56%20GMT	https://www.fynd.academy/privacy	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/privacy.html	(from https://www.fynd.academy/)
15:29:00	1133749/1133749	---M--	200	added ('OK')	image/jpeg	etag:%2227b70c40301b3994d2aa03d022943277%22	https://assets-global.website-files.com/603683469df97967298e6e81/64f841fb73ca306920eea616_A455FC95-112D-435A-BBF5-7C37161460E3%20-%20Swayamdipta%20Saha.jpeg	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/64f841fb73ca306920eea616_A455FC95-112D-435A-BBF5-7C37161460E3%20-%20Swayamdipta%20Saha.jpg	(from https://www.fynd.academy/)
15:29:00	20399/20399	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:58:58%20GMT	https://www.fynd.academy/caution-notice	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/caution-notice.html	(from https://www.fynd.academy/)
15:29:00	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=603683469df97967298e6e81	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c84ba6.js	(from https://www.fynd.academy/)
15:29:23	1076513/1076513	---M-Z	200	added ('OK')	text/javascript	etag:%222b26c88a70b0bcb9db4919bc984935fe%22	https://assets-global.website-files.com/603683469df97967298e6e81/js/webflow.fbfe3b93e.js	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/js/webflow.fbfe3b93e.js	(from https://www.fynd.academy/)
15:29:25	7937/7937	---M--	200	added ('OK')	image/png	etag:%22c54392808d3301b40fac4addd5042265%22	https://assets-global.website-files.com/603683469df97967298e6e81/603dffe7f09a83600bd79c5d_vue-logo.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/603dffe7f09a83600bd79c5d_vue-logo.png	(from https://assets-global.website-files.com/603683469df97967298e6e81/css/fynd-academy.webflow.93892fb49.css)
15:29:26	12346/12346	---M--	200	added ('OK')	image/png	etag:%22f19d6c9456b929e36a40c116127946e1%22	https://assets-global.website-files.com/603683469df97967298e6e81/60def27e240d4d58c79dfe58_snukas.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/60def27e240d4d58c79dfe58_snukas.png	(from https://assets-global.website-files.com/603683469df97967298e6e81/css/fynd-academy.webflow.93892fb49.css)
15:29:27	39031/39031	---M--	200	added ('OK')	image/png	etag:%22754e01e49836a295574661a188161775%22	https://assets-global.website-files.com/603683469df97967298e6e81/627914b1881e5a73d052358f_MySQL-Logo.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/627914b1881e5a73d052358f_MySQL-Logo.png	(from https://assets-global.website-files.com/603683469df97967298e6e81/css/fynd-academy.webflow.93892fb49.css)
15:29:29	70150/70150	---M--	200	added ('OK')	image/jpeg	etag:%2204c9565c02d7723aa2008f1f9eee7b2a%22	https://assets-global.website-files.com/603683469df97967298e6e81/60e542a564765f69017afea6_paul.jpeg	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/60e542a564765f69017afea6_paul.jpg	(from https://assets-global.website-files.com/603683469df97967298e6e81/css/fynd-academy.webflow.93892fb49.css)
15:29:30	243074/243074	---M--	200	added ('OK')	image/jpeg	etag:%2205634af6d4201bc6f3486ab925715721%22	https://assets-global.website-files.com/603683469df97967298e6e81/61a5d08cafc70e904969d9b9_PicsArt_10-30-08.13.20__01.jpg	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/61a5d08cafc70e904969d9b9_PicsArt_10-30-08.13.20__01.jpg	(from https://assets-global.website-files.com/603683469df97967298e6e81/css/fynd-academy.webflow.93892fb49.css)
15:29:31	2402214/2402214	---M--	200	added ('OK')	image/gif	etag:%22c6237d28c3238805f78450bb4d5b13a1%22	https://assets-global.website-files.com/603683469df97967298e6e81/61cae24a150c457dfeb90236_erase%20bg.gif	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/61cae24a150c457dfeb90236_erase%20bg.gif	(from https://assets-global.website-files.com/603683469df97967298e6e81/css/fynd-academy.webflow.93892fb49.css)
15:29:32	158811/158811	---M--	200	added ('OK')	image/png	etag:%2285e7a531813fa438ba8ad736645d58a1%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f034a437026641948fcf59_javascript.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f034a437026641948fcf59_javascript.png	(from https://www.fynd.academy/courses)
15:29:32	38334/38334	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:59:30%20GMT	https://www.fynd.academy/courses/full-stack-with-python	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/courses/full-stack-with-python.html	(from https://www.fynd.academy/courses)
15:29:32	740914/740914	---M--	200	added ('OK')	image/gif	etag:%22a03c98149a210a6280286f71b5446c56%22	https://assets-global.website-files.com/603683469df97967298e6e81/61cae24a150c456584b90234_gazer.gif	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/61cae24a150c456584b90234_gazer.gif	(from https://assets-global.website-files.com/603683469df97967298e6e81/css/fynd-academy.webflow.93892fb49.css)
15:29:34	32059/32059	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:59:31%20GMT	https://www.fynd.academy/courses/full-stack-quality-engineering	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/courses/full-stack-quality-engineering.html	(from https://www.fynd.academy/courses)
15:29:34	1114249/1114249	---M--	200	added ('OK')	image/png	etag:%22989d448a9519399bc039d63b0c38e197%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f851585217bc8c5dd3ff57_python-logo.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f851585217bc8c5dd3ff57_python-logo.png	(from https://www.fynd.academy/courses)
15:29:36	1482189/1482189	---M--	200	added ('OK')	image/png	etag:%2246ec6964b0200174826cbd9238edf234%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f71447b4e8ec0f23730737_Bug%20(1).png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f71447b4e8ec0f23730737_Bug%20(1).png	(from https://www.fynd.academy/courses)
15:29:36	166787/166787	---M--	200	added ('OK')	image/png	etag:%22f832cd1458745bd0560239068ffa5c24%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f1a3955f3b6729ffe6dfde_Blockchain%20(1).png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f1a3955f3b6729ffe6dfde_Blockchain%20(1).png	(from https://www.fynd.academy/courses)
15:29:36	23644/23644	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Nov%202023%2009:59:34%20GMT	https://www.fynd.academy/hire-us-form	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/www.fynd.academy/hire-us-form.html	(from https://www.fynd.academy/hire-from-us)
15:29:37	1639065/1639065	---M--	200	added ('OK')	image/png	etag:%2248f4cc34d92e68902e437c98708e4a9f%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f709bf201c5159da815e36_Remote%201.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f709bf201c5159da815e36_Remote%201.png	(from https://www.fynd.academy/courses)
15:29:37	83138/83138	---M--	200	added ('OK')	image/jpeg	etag:%228892dfccc60cb09147da563c8d2100d9%22	https://assets-global.website-files.com/603683469df97967298e6e81/64facbc0b37f6f9b5af714a0_WhatsApp%20Image%202023-09-08%20at%2012.16.53%20PM.jpeg	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/64facbc0b37f6f9b5af714a0_WhatsApp%20Image%202023-09-08%20at%2012.16.53%20PM.jpg	(from https://www.fynd.academy/about)
15:29:39	9461/9461	---M-Z	200	added ('OK')	application/javascript	etag:W/%2224f5-UwbGQu810u+oOZfeoeQFlS8Ufrc%22	https://cdn.jsdelivr.net/npm/@finsweet/attributes-scrolldisable@1/scrolldisable.js	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/cdn.jsdelivr.net/npm/@finsweet/attributes-scrolldisable@1/scrolldisable.js	(from https://www.fynd.academy/contact-us)
15:29:39	526423/526423	---M--	200	added ('OK')	image/jpeg	etag:%220111883b51254cb30e0f4bbd8489d1f9%22	https://assets-global.website-files.com/603683469df97967298e6e81/64f9ac072c694b46c8abf922_20230907_152325.jpg	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683469df97967298e6e81/64f9ac072c694b46c8abf922_20230907_152325.jpg	(from https://www.fynd.academy/about)
15:29:40	22014/22014	---M--	200	added ('OK')	image/png	etag:%225a0348b9b492ccba0d75dcdb065ff721%22	https://assets-global.website-files.com/603683479df97964638e6e87/650459abd968b177ba4d0f5a_React%20JS%20(1).png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/650459abd968b177ba4d0f5a_React%20JS%20(1).png	(from https://www.fynd.academy/courses/full-stack-with-javascript-mern-stack)
15:29:42	731482/731482	---M--	200	added ('OK')	image/png	etag:%223132f3137d8ce0c4e01beeef4a66ac6a%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f050b2042f047221666768_mongo-db.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f050b2042f047221666768_mongo-db.png	(from https://www.fynd.academy/courses/full-stack-with-javascript-mern-stack)
15:29:43	711175/711175	---M--	200	added ('OK')	image/png	etag:%227deadfd64080d588447bf30fc96ca238%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f050d151907d9009857ec5_nodejs.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f050d151907d9009857ec5_nodejs.png	(from https://www.fynd.academy/courses/full-stack-with-javascript-mern-stack)
15:29:43	17404/17404	---M--	200	added ('OK')	image/png	etag:%222e8f5a51beab44fb2c444eb3656e58fe%22	https://assets-global.website-files.com/603683479df97964638e6e87/65045a092c657d4f529d39a3_CSS%20(1).png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/65045a092c657d4f529d39a3_CSS%20(1).png	(from https://www.fynd.academy/courses/full-stack-with-javascript-mern-stack)
15:29:45	593782/593782	---M--	200	added ('OK')	image/png	etag:%2263654aa503303bd350189c571de20446%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f05073a4f88a25760a10f1_html.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f05073a4f88a25760a10f1_html.png	(from https://www.fynd.academy/courses/full-stack-with-javascript-mern-stack)
15:29:47	865782/865782	---M--	200	added ('OK')	image/png	etag:%22e81bf374fef2b757039810dee1c3d7df%22	https://assets-global.website-files.com/603683479df97964638e6e87/650301d8fa6dccfdd6638a4d_Pen%20paper.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/650301d8fa6dccfdd6638a4d_Pen%20paper.png	(from https://www.fynd.academy/courses/product-design-ui-ux)
15:29:47	211764/211764	---M--	200	added ('OK')	image/png	etag:%22860f8519c84e02e03a2fe219b3b7ad51%22	https://assets-global.website-files.com/603683479df97964638e6e87/65044dd6276c53b533049df3_whimsicle.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/65044dd6276c53b533049df3_whimsicle.png	(from https://www.fynd.academy/courses/product-design-ui-ux)
15:29:48	17324/17324	---M--	200	added ('OK')	image/png	etag:%22340c21a97b1d576273554189c534a547%22	https://assets-global.website-files.com/603683479df97964638e6e87/650459f88bc377fcd2cd3f73_colyseus%20(1).png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/650459f88bc377fcd2cd3f73_colyseus%20(1).png	(from https://www.fynd.academy/courses/game-development)
15:29:50	670088/670088	---M--	200	added ('OK')	image/png	etag:%2221db9ee6f54fda4e1e39e9505d704780%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f04f96042f04722165960c_typescript.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f04f96042f04722165960c_typescript.png	(from https://www.fynd.academy/courses/game-development)
15:29:50	17711/17711	---M--	200	added ('OK')	image/png	etag:%2298b45d3aafb983acade8bc9d003d4a36%22	https://assets-global.website-files.com/603683479df97964638e6e87/65045b261af9116ce6a36ee4_Unity.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/65045b261af9116ce6a36ee4_Unity.png	(from https://www.fynd.academy/courses/game-development)
15:29:51	21701/21701	---M--	200	added ('OK')	image/png	etag:%22b3aaaf6149a10c3f065b69576e9ba7ab%22	https://assets-global.website-files.com/603683479df97964638e6e87/65045a217b26cdcc17724963_postSQL%20(1).png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/65045a217b26cdcc17724963_postSQL%20(1).png	(from https://www.fynd.academy/courses/blockchain-development)
15:29:52	729650/729650	---M--	200	added ('OK')	image/png	etag:%228c86fa7f8a1e8689d31cec76e9cd275d%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f702c0b434f81e85e2151f_c-sharp.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f702c0b434f81e85e2151f_c-sharp.png	(from https://www.fynd.academy/courses/game-development)
15:29:53	703207/703207	---M--	200	added ('OK')	image/png	etag:%224708ffa53c1a7d83020ac67e3cdeb16e%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f70675800f09f5e8d40213_Contract.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f70675800f09f5e8d40213_Contract.png	(from https://www.fynd.academy/courses/blockchain-development)
15:29:54	18740/18740	---M--	200	added ('OK')	image/png	etag:%220edd0ab4447a95a49921b1d3fdba1ab2%22	https://assets-global.website-files.com/603683479df97964638e6e87/65045c932500bf3dfe6018b8_oracle.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/65045c932500bf3dfe6018b8_oracle.png	(from https://www.fynd.academy/courses/full-stack-with-python)
15:29:55	17722/17722	---M--	200	added ('OK')	image/png	etag:%22979d6a7dddaf93314971eaa07c2aa8cb%22	https://assets-global.website-files.com/603683479df97964638e6e87/65045c859d9236b2c34ed946_docker.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/65045c859d9236b2c34ed946_docker.png	(from https://www.fynd.academy/courses/full-stack-with-python)
15:29:57	120727/120727	---M--	200	added ('OK')	image/png	etag:%22e7f1b0ab16f2b0d90cae6940b72ced02%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f703ccabcbe3b7a92ee207_redis.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f703ccabcbe3b7a92ee207_redis.png	(from https://www.fynd.academy/courses/full-stack-with-python)
15:29:57	3249509/3249509	---M--	200	added ('OK')	image/png	etag:%22e476ec60a574255320bbe19da8a7c72a%22	https://assets-global.website-files.com/603683479df97964638e6e87/65000e211377cec98745e4db_kafka_003%20(1).png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/65000e211377cec98745e4db_kafka_003%20(1).png	(from https://www.fynd.academy/courses/full-stack-with-python)
15:29:58	513872/513872	---M--	200	added ('OK')	image/png	etag:%22ec72a186248ad519b28b48b63dd85f32%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f705d32acbaba13f05a551_mysql.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f705d32acbaba13f05a551_mysql.png	(from https://www.fynd.academy/courses/full-stack-with-python)
15:30:00	2645987/2645987	---M--	200	added ('OK')	image/png	etag:%228055612cdd0bee6ed4fae7e1eb74c7de%22	https://assets-global.website-files.com/603683479df97964638e6e87/64f050fd484e08ffac14213b_python-7578001-7578001%400.png	D:/valtech%20innovations/project's/new-fynd-academy/fynd%20academy/assets-global.website-files.com/603683479df97964638e6e87/64f050fd484e08ffac14213b_python-7578001-7578001@0.png	(from https://www.fynd.academy/courses/full-stack-with-python)
